form,arm,trace_i,row,global_index,kind,token_index,value,dt,verdict,phat,proj_vphat_lstar,proj_vp_lstar
A,above_good,15,120,1312,est_offwin,487,117000.0,-1,unclear,,19.832573,1.288112
A,above_good,15,121,1313,est_offwin,530,79170.0,-1,unclear,,24.094107,6.381422
A,above_good,15,122,1314,est_offwin,540,117000.0,-1,unclear,,27.716293,4.162809
A,above_good,15,123,1315,est_offwin,555,9253890000.0,1,unclear,,17.198856,5.529560
A,above_good,15,124,1316,est_offwin,624,4626945000.0,1,unclear,,13.515747,9.455224
A,above_good,15,125,1317,tau_echo,649,15300000.0,,unclear,,15.992413,-1.877394
A,above_good,15,126,1318,est,707,15000000.0,-1,unclear,,6.476985,-1.143383
A,above_good,15,127,1319,final,707,15000000.0,,unclear,,6.476985,-1.143383
A,above_good,15,128,1320,final_corrected,707,15000000.0,,unclear,,6.476985,-1.143383
A,above_good,16,129,1321,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,16,130,1322,est_offwin,297,150000.0,-1,correct,1,20.030453,-2.777109
A,above_good,16,131,1323,est,450,40200000.0,1,correct,1,20.586031,0.554402
A,above_good,16,132,1324,tau_echo,503,15300000.0,,correct,1,16.844776,-1.631510
A,above_good,16,133,1325,final,503,15300000.0,,correct,1,16.844776,-1.631510
A,above_good,16,134,1326,final_corrected,485,40200000.0,,correct,1,21.005798,12.100227
A,above_good,16,135,1327,belief,513,,,correct,1,9.394812,7.716859
A,above_good,17,136,1328,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,17,137,1329,est_offwin,357,117000.0,-1,unclear,,17.355658,-2.393435
A,above_good,17,138,1330,est,445,13338000.0,-1,unclear,,20.959597,4.345065
A,above_good,17,139,1331,tau_echo,487,15300000.0,,unclear,,17.789110,-2.410843
A,above_good,17,140,1332,est,514,13338000.0,-1,unclear,,19.725616,17.864325
A,above_good,17,141,1333,final,514,13338000.0,,unclear,,19.725616,17.864325
A,above_good,17,142,1334,final_corrected,514,13338000.0,,unclear,,19.725616,17.864325
A,above_good,18,143,1335,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,18,144,1336,est_offwin,262,117000.0,-1,correct,1,19.340439,2.510250
A,above_good,18,145,1337,est,427,17550000.0,1,correct,1,22.506592,1.675373
A,above_good,18,146,1338,tau_echo,495,15300000.0,,correct,1,12.937197,-1.713025
A,above_good,18,147,1339,final,495,15300000.0,,correct,1,12.937197,-1.713025
A,above_good,18,148,1340,final_corrected,466,17550000.0,,correct,1,22.797817,15.375295
A,above_good,18,149,1341,belief,516,,,correct,1,7.866123,6.798811
A,above_good,19,150,1342,end_of_prompt,194,,,incorrect,-1,10.695250,6.104327
A,above_good,19,151,1343,est_offwin,268,117000.0,-1,incorrect,-1,20.110418,1.812761
A,above_good,19,152,1344,est,408,14625000.0,-1,incorrect,-1,20.218273,2.650381
A,above_good,19,153,1345,tau_echo,482,15300000.0,,incorrect,-1,18.047724,-3.534409
A,above_good,19,154,1346,est,545,14625000.0,-1,incorrect,-1,17.790039,18.318617
A,above_good,19,155,1347,final,545,14625000.0,,incorrect,-1,17.790039,18.318617
A,above_good,19,156,1348,final_corrected,545,14625000.0,,incorrect,-1,17.790039,18.318617
A,above_good,19,157,1349,belief,496,,,incorrect,-1,6.498466,9.133118
A,above_good,20,158,1350,end_of_prompt,194,,,correct,1,10.688076,6.106541
A,above_good,20,159,1351,est_offwin,443,52500.0,-1,correct,1,19.743961,0.904251
A,above_good,20,160,1352,est,501,19020000.0,1,correct,1,23.691010,3.203087
A,above_good,20,161,1353,tau_echo,523,15300000.0,,correct,1,15.024498,-4.341420
A,above_good,20,162,1354,est,558,19020000.0,1,correct,1,22.618696,14.568457
A,above_good,20,163,1355,final,558,19020000.0,,correct,1,22.618696,14.568457
A,above_good,20,164,1356,final_corrected,558,19020000.0,,correct,1,22.618696,14.568457
A,above_good,20,165,1357,belief,534,,,correct,1,12.471377,4.744110
A,above_good,21,166,1358,end_of_prompt,194,,,incorrect,-1,10.695250,6.104327
A,above_good,21,167,1359,est_offwin,271,68000.0,-1,incorrect,-1,22.820498,1.621360
A,above_good,21,168,1360,est,433,10200000.0,-1,incorrect,-1,19.014200,-4.132086
A,above_good,21,169,1361,tau_echo,500,15300000.0,,incorrect,-1,18.448067,-1.775090
A,above_good,21,170,1362,final,500,15300000.0,,incorrect,-1,18.448067,-1.775090
A,above_good,21,171,1363,final_corrected,476,10200000.0,,incorrect,-1,21.591835,13.001182
A,above_good,21,172,1364,belief,516,,,incorrect,-1,8.878793,8.415927
A,above_good,22,173,1365,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,22,174,1366,est_offwin,269,114000.0,-1,correct,1,19.411755,-2.751498
A,above_good,22,175,1367,est,437,13110000.0,-1,correct,1,23.001595,0.199872
A,above_good,22,176,1368,tau_echo,459,15300000.0,,correct,1,19.844458,-3.456787
A,above_good,22,177,1369,est,475,13110000.0,-1,correct,1,25.788586,9.957884
A,above_good,22,178,1370,final,521,13110000.0,,correct,1,20.396793,15.845524
A,above_good,22,179,1371,final_corrected,521,13110000.0,,correct,1,20.396793,15.845524
A,above_good,22,180,1372,belief,493,,,correct,1,4.995739,5.485433
A,above_good,23,181,1373,end_of_prompt,194,,,unclear,,10.669304,6.129492
A,above_good,23,182,1374,est_offwin,316,70000.0,-1,unclear,,18.721783,-6.662468
A,above_good,23,183,1375,est,360,10130000.0,-1,unclear,,15.000269,-2.583473
A,above_good,23,184,1376,est_offwin,374,70000.0,-1,unclear,,23.316008,-0.885895
A,above_good,23,185,1377,est,432,8330000.0,-1,unclear,,17.060635,-3.003617
A,above_good,23,186,1378,est,472,10130000.0,-1,unclear,,21.316132,8.099594
A,above_good,23,187,1379,final,472,10130000.0,,unclear,,21.316132,8.099594
A,above_good,23,188,1380,final_corrected,472,10130000.0,,unclear,,21.316132,8.099594
A,above_good,24,189,1381,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,24,190,1382,est_offwin,307,137000.0,-1,unclear,,22.573174,1.561264
A,above_good,24,191,1383,est,455,13700000.0,-1,unclear,,18.297678,-1.816509
A,above_good,24,192,1384,tau_echo,480,15300000.0,,unclear,,18.654263,-2.555955
A,above_good,24,193,1385,est,496,13700000.0,-1,unclear,,18.205654,11.148024
A,above_good,24,194,1386,tau_echo,521,15300000.0,,unclear,,17.092327,5.080800
A,above_good,24,195,1387,final,521,15300000.0,,unclear,,17.092327,5.080800
A,above_good,24,196,1388,final_corrected,496,13700000.0,,unclear,,18.205654,11.148024
A,above_good,25,197,1389,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,25,198,1390,est_offwin,271,117000.0,-1,correct,1,20.491028,3.227008
A,above_good,25,199,1391,est,411,15855000.0,1,correct,1,24.904640,5.779764
A,above_good,25,200,1392,tau_echo,466,15300000.0,,correct,1,13.247803,0.163488
A,above_good,25,201,1393,final,466,15300000.0,,correct,1,13.247803,0.163488
A,above_good,25,202,1394,final_corrected,449,15855000.0,,correct,1,22.836926,17.972183
A,above_good,25,203,1395,belief,486,,,correct,1,8.983453,7.192911
A,above_good,26,204,1396,end_of_prompt,194,,,unclear,,10.669304,6.129492
A,above_good,26,205,1397,est_offwin,254,117000.0,-1,unclear,,19.999168,-0.729125
A,above_good,26,206,1398,est,419,29969000.0,1,unclear,,24.463261,3.200072
A,above_good,26,207,1399,final,462,29969000.0,,unclear,,24.226089,19.312382
A,above_good,26,208,1400,final_corrected,462,29969000.0,,unclear,,24.226089,19.312382
A,above_good,27,209,1401,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,27,210,1402,est_offwin,379,140000.0,-1,correct,1,18.215414,-3.741506
A,above_good,27,211,1403,est,454,11200000.0,-1,correct,1,17.605427,-1.163635
A,above_good,27,212,1404,tau_echo,473,15300000.0,,correct,1,19.041849,-3.161911
A,above_good,27,213,1405,est,488,11200000.0,-1,correct,1,25.691502,7.832687
A,above_good,27,214,1406,final,511,11200000.0,,correct,1,18.384892,11.160780
A,above_good,27,215,1407,final_corrected,511,11200000.0,,correct,1,18.384892,11.160780
A,above_good,27,216,1408,belief,535,,,correct,1,5.008970,5.416022
A,above_good,28,217,1409,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,28,218,1410,est_offwin,280,117000.0,-1,unclear,,19.671282,2.061261
A,above_good,28,219,1411,est,438,15210000.0,-1,unclear,,22.849380,5.649451
A,above_good,28,220,1412,tau_echo,497,15300000.0,,unclear,,19.876226,-1.538512
A,above_good,28,221,1413,final,497,15300000.0,,unclear,,19.876226,-1.538512
A,above_good,28,222,1414,final_corrected,477,15210000.0,,unclear,,21.760448,16.699816
A,above_good,29,223,1415,end_of_prompt,194,,,incorrect,-1,10.669304,6.129492
A,above_good,29,224,1416,est_offwin,330,117000.0,-1,incorrect,-1,19.055908,2.901673
A,above_good,29,225,1417,est,403,17550000.0,1,incorrect,-1,21.195164,-2.007219
A,above_good,29,226,1418,tau_echo,426,15300000.0,,incorrect,-1,14.536325,-2.429371
A,above_good,29,227,1419,est,445,17550000.0,1,incorrect,-1,20.122005,13.670498
A,above_good,29,228,1420,tau_echo,465,15300000.0,,incorrect,-1,14.926421,0.813862
A,above_good,29,229,1421,final,465,15300000.0,,incorrect,-1,14.926421,0.813862
A,above_good,29,230,1422,final_corrected,445,17550000.0,,incorrect,-1,20.122005,13.670498
A,above_good,29,231,1423,belief,483,,,incorrect,-1,8.878729,5.623605
A,above_good,30,232,1424,end_of_prompt,194,,,unclear,,10.669304,6.129492
A,above_good,30,233,1425,est_offwin,289,117000.0,-1,unclear,,19.702843,0.316965
A,above_good,30,234,1426,est,385,15855000.0,1,unclear,,25.467155,3.908750
A,above_good,30,235,1427,tau_echo,407,15300000.0,,unclear,,15.801364,-2.401676
A,above_good,30,236,1428,est,442,15855000.0,1,unclear,,21.196205,17.996618
A,above_good,30,237,1429,final,442,15855000.0,,unclear,,21.196205,17.996618
A,above_good,30,238,1430,final_corrected,442,15855000.0,,unclear,,21.196205,17.996618
A,above_good,31,239,1431,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,31,240,1432,est_offwin,266,117000.0,-1,correct,1,19.576721,1.269697
A,above_good,31,241,1433,est,419,17550000.0,1,correct,1,22.110935,-2.133317
A,above_good,31,242,1434,tau_echo,477,15300000.0,,correct,1,17.320616,-1.454170
A,above_good,31,243,1435,final,477,15300000.0,,correct,1,17.320616,-1.454170
A,above_good,31,244,1436,final_corrected,457,17550000.0,,correct,1,22.136040,13.851822
A,above_good,31,245,1437,belief,499,,,correct,1,9.062802,8.553564
A,above_good,32,246,1438,end_of_prompt,194,,,unclear,,10.721764,6.138235
A,above_good,32,247,1439,est_offwin,261,117239.0,-1,unclear,,9.128334,3.583292
A,above_good,32,248,1440,est,579,32826920.0,1,unclear,,18.958202,4.018961
A,above_good,32,249,1441,est,623,32827000.0,1,unclear,,16.431948,9.620116
A,above_good,32,250,1442,tau_echo,649,15300000.0,,unclear,,13.977203,-4.026482
A,above_good,32,251,1443,final,649,15300000.0,,unclear,,13.977203,-4.026482
A,above_good,32,252,1444,final_corrected,623,32827000.0,,unclear,,16.431948,9.620116
A,above_good,33,253,1445,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,33,254,1446,est_offwin,280,117000.0,-1,correct,1,18.474390,0.860526
A,above_good,33,255,1447,est,473,17550000.0,1,correct,1,24.387857,-0.032972
A,above_good,33,256,1448,tau_echo,541,15300000.0,,correct,1,17.067932,-1.646276
A,above_good,33,257,1449,final,541,15300000.0,,correct,1,17.067932,-1.646276
A,above_good,33,258,1450,final_corrected,521,17550000.0,,correct,1,22.353960,13.755307
A,above_good,33,259,1451,belief,562,,,correct,1,9.290075,7.174026
A,above_good,34,260,1452,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,34,261,1453,est_offwin,266,117000.0,-1,correct,1,19.453018,1.859424
A,above_good,34,262,1454,est,437,14625000.0,-1,correct,1,23.019131,4.475001
A,above_good,34,263,1455,tau_echo,507,15300000.0,,correct,1,18.904488,-0.081000
A,above_good,34,264,1456,final,507,15300000.0,,correct,1,18.904488,-0.081000
A,above_good,34,265,1457,final_corrected,475,14625000.0,,correct,1,22.013762,16.708105
A,above_good,34,266,1458,belief,489,,,correct,1,10.153994,6.130796
A,above_good,35,267,1459,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,35,268,1460,est_offwin,303,130000.0,-1,correct,1,22.817377,-1.697633
A,above_good,35,269,1461,est,409,14820000.0,-1,correct,1,23.232101,-0.249373
A,above_good,35,270,1462,tau_echo,431,15300000.0,,correct,1,18.694038,-3.190190
A,above_good,35,271,1463,est,448,14820000.0,-1,correct,1,22.476665,12.609997
A,above_good,35,272,1464,final,448,14820000.0,,correct,1,22.476665,12.609997
A,above_good,35,273,1465,final_corrected,448,14820000.0,,correct,1,22.476665,12.609997
A,above_good,35,274,1466,belief,466,,,correct,1,9.656565,6.465908
A,above_good,36,275,1467,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,36,276,1468,est_offwin,296,117000.0,-1,correct,1,19.264313,1.688512
A,above_good,36,277,1469,est_offwin,317,120000.0,-1,correct,1,19.483215,-2.775089
A,above_good,36,278,1470,est,450,14400000.0,-1,correct,1,19.124790,-1.260678
A,above_good,36,279,1471,tau_echo,467,15300000.0,,correct,1,19.712336,-4.237577
A,above_good,36,280,1472,est,483,14400000.0,-1,correct,1,18.658241,12.498402
A,above_good,36,281,1473,final,483,14400000.0,,correct,1,18.658241,12.498402
A,above_good,36,282,1474,final_corrected,483,14400000.0,,correct,1,18.658241,12.498402
A,above_good,36,283,1475,belief,517,,,correct,1,6.148394,6.099017
A,above_good,37,284,1476,end_of_prompt,194,,,correct,1,10.688076,6.106541
A,above_good,37,285,1477,est_offwin,282,117000.0,-1,correct,1,20.088390,-1.480724
A,above_good,37,286,1478,est,466,60840000.0,1,correct,1,24.070229,4.682250
A,above_good,37,287,1479,tau_echo,489,15300000.0,,correct,1,15.457693,-3.869436
A,above_good,37,288,1480,est,505,60840000.0,1,correct,1,29.207336,7.772280
A,above_good,37,289,1481,final,553,60840000.0,,correct,1,12.358616,16.927801
A,above_good,37,290,1482,final_corrected,553,60840000.0,,correct,1,12.358616,16.927801
A,above_good,37,291,1483,belief,530,,,correct,1,5.714612,7.160715
A,above_good,38,292,1484,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,38,293,1485,est_offwin,299,12000.0,-1,correct,1,22.480778,-1.883490
A,above_good,38,294,1486,est,317,384000.0,-1,correct,1,21.285965,-1.673234
A,above_good,38,295,1487,est_offwin,361,117000.0,-1,correct,1,18.760469,1.317177
A,above_good,38,296,1488,est,389,384000.0,-1,correct,1,28.099461,6.591524
A,above_good,38,297,1489,est_offwin,406,117000.0,-1,correct,1,27.644222,2.631137
A,above_good,38,298,1490,est,435,384000.0,-1,correct,1,29.170385,8.293709
A,above_good,38,299,1491,est_offwin,445,117000.0,-1,correct,1,28.317240,5.383841
A,above_good,38,300,1492,est,467,44808000.0,1,correct,1,24.319603,7.331632
A,above_good,38,301,1493,tau_echo,526,15300000.0,,correct,1,16.907467,-2.329124
A,above_good,38,302,1494,final,526,15300000.0,,correct,1,16.907467,-2.329124
A,above_good,38,303,1495,final_corrected,505,44808000.0,,correct,1,23.207239,17.842726
A,above_good,38,304,1496,belief,539,,,correct,1,9.452549,7.888715
A,above_good,39,305,1497,end_of_prompt,194,,,incorrect,-1,10.669304,6.129492
A,above_good,39,306,1498,est_offwin,258,68000.0,-1,incorrect,-1,21.886034,4.134523
A,above_good,39,307,1499,est_offwin,271,1600.0,-1,incorrect,-1,17.088320,-2.911673
A,above_good,39,308,1500,est_offwin,286,69600.0,-1,incorrect,-1,20.101385,4.802381
A,above_good,39,309,1501,est,424,8352000.0,-1,incorrect,-1,20.538261,5.824424
A,above_good,39,310,1502,tau_echo,479,15300000.0,,incorrect,-1,18.996429,-2.782532
A,above_good,39,311,1503,final,479,15300000.0,,incorrect,-1,18.996429,-2.782532
A,above_good,39,312,1504,final_corrected,458,8352000.0,,incorrect,-1,23.738403,17.742821
A,above_good,39,313,1505,belief,491,,,incorrect,-1,5.032220,4.496959
A,above_good,40,314,1506,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,40,315,1507,est_offwin,277,117000.0,-1,correct,1,19.504044,1.720756
A,above_good,40,316,1508,est,366,17550000.0,1,correct,1,23.519434,-3.635609
A,above_good,40,317,1509,tau_echo,390,15300000.0,,correct,1,15.813454,-2.838846
A,above_good,40,318,1510,est,407,17550000.0,1,correct,1,27.959803,6.887353
A,above_good,40,319,1511,final,438,17550000.0,,correct,1,19.785816,13.376642
A,above_good,40,320,1512,final_corrected,438,17550000.0,,correct,1,19.785816,13.376642
A,above_good,41,321,1513,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,41,322,1514,est_offwin,251,117000.0,-1,correct,1,19.929325,-1.257838
A,above_good,41,323,1515,est,450,7020000.0,-1,correct,1,20.806736,1.623978
A,above_good,41,324,1516,tau_echo,511,15300000.0,,correct,1,20.826244,-2.457252
A,above_good,41,325,1517,final,511,15300000.0,,correct,1,20.826244,-2.457252
A,above_good,41,326,1518,final_corrected,490,7020000.0,,correct,1,23.675585,13.105959
A,above_good,41,327,1519,belief,527,,,correct,1,9.169486,7.391639
A,above_good,42,328,1520,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,42,329,1521,est_offwin,342,117000.0,-1,correct,1,17.956841,0.238677
A,above_good,42,330,1522,est,445,35100000.0,1,correct,1,21.203686,-0.099628
A,above_good,42,331,1523,tau_echo,463,15300000.0,,correct,1,14.324685,-2.403005
A,above_good,42,332,1524,est,478,35100000.0,1,correct,1,26.678928,7.805281
A,above_good,42,333,1525,tau_echo,549,15300000.0,,correct,1,11.190014,3.905951
A,above_good,42,334,1526,final,549,15300000.0,,correct,1,11.190014,3.905951
A,above_good,42,335,1527,final_corrected,510,35100000.0,,correct,1,18.178104,13.486387
A,above_good,42,336,1528,belief,530,,,correct,1,9.262537,7.220973
A,above_good,43,337,1529,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,43,338,1530,est_offwin,276,117000.0,-1,unclear,,18.164371,0.897827
A,above_good,43,339,1531,est,505,23400000.0,1,unclear,,21.149075,-0.814223
A,above_good,43,340,1532,tau_echo,562,15300000.0,,unclear,,14.570120,-2.374257
A,above_good,43,341,1533,final,562,15300000.0,,unclear,,14.570120,-2.374257
A,above_good,43,342,1534,final_corrected,537,23400000.0,,unclear,,20.769463,11.032049
A,above_good,44,343,1535,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,44,344,1536,est_offwin,304,134000.0,-1,correct,1,22.652483,0.127297
A,above_good,44,345,1537,est,423,20100000.0,1,correct,1,19.618742,-0.656378
A,above_good,44,346,1538,tau_echo,440,15300000.0,,correct,1,13.276438,-1.819036
A,above_good,44,347,1539,est,462,20100000.0,1,correct,1,23.935951,8.086766
A,above_good,44,348,1540,final,487,20100000.0,,correct,1,18.563169,11.609244
A,above_good,44,349,1541,final_corrected,487,20100000.0,,correct,1,18.563169,11.609244
A,above_good,45,350,1542,end_of_prompt,194,,,correct,1,10.669304,6.129492
A,above_good,45,351,1543,est_offwin,313,117000.0,-1,correct,1,19.065176,2.800196
A,above_good,45,352,1544,est,408,17550000.0,1,correct,1,22.236469,-1.894933
A,above_good,45,353,1545,tau_echo,430,15300000.0,,correct,1,15.477093,-2.675882
A,above_good,45,354,1546,est,453,17550000.0,1,correct,1,20.714659,14.331083
A,above_good,45,355,1547,final,453,17550000.0,,correct,1,20.714659,14.331083
A,above_good,45,356,1548,final_corrected,453,17550000.0,,correct,1,20.714659,14.331083
A,above_good,46,357,1549,end_of_prompt,194,,,unclear,,10.669304,6.129492
A,above_good,46,358,1550,est_offwin,274,117000.0,-1,unclear,,18.393549,-2.632539
A,above_good,46,359,1551,est,428,14040000.0,-1,unclear,,21.125031,-0.734261
A,above_good,46,360,1552,tau_echo,445,15300000.0,,unclear,,19.020773,-5.825278
A,above_good,46,361,1553,est,466,14000000.0,-1,unclear,,9.398261,1.174787
A,above_good,46,362,1554,final,466,14000000.0,,unclear,,9.398261,1.174787
A,above_good,46,363,1555,final_corrected,466,14000000.0,,unclear,,9.398261,1.174787
A,above_good,47,364,1556,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,47,365,1557,est_offwin,303,117000.0,-1,unclear,,18.885918,1.327901
A,above_good,47,366,1558,est,457,13455000.0,-1,unclear,,22.550001,5.451678
A,above_good,47,367,1559,tau_echo,512,15300000.0,,unclear,,19.619135,-2.591483
A,above_good,47,368,1560,final,512,15300000.0,,unclear,,19.619135,-2.591483
A,above_good,47,369,1561,final_corrected,481,13455000.0,,unclear,,22.421093,13.727791
A,above_good,47,370,1562,belief,532,,,unclear,,10.126186,5.400044
A,above_good,48,371,1563,end_of_prompt,194,,,unclear,,10.688076,6.106541
A,above_good,48,372,1564,est_offwin,312,111000.0,-1,unclear,,20.826820,2.989166
A,above_good,48,373,1565,est,457,13875000.0,-1,unclear,,22.854515,4.619479
A,above_good,48,374,1566,tau_echo,477,15300000.0,,unclear,,19.413122,-3.144489
A,above_good,48,375,1567,est,492,13875000.0,-1,unclear,,27.607285,9.604411
A,above_good,48,376,1568,final,513,13875000.0,,unclear,,19.901896,16.092043
A,above_good,48,377,1569,final_corrected,513,13875000.0,,unclear,,19.901896,16.092043
A,above_good,49,378,1570,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,49,379,1571,est_offwin,250,68000.0,-1,unclear,,20.834270,-1.212722
A,above_good,49,380,1572,est,490,13600000.0,-1,unclear,,19.710667,-1.628999
A,above_good,49,381,1573,tau_echo,553,15300000.0,,unclear,,19.139256,-1.616812
A,above_good,49,382,1574,final,553,15300000.0,,unclear,,19.139256,-1.616812
A,above_good,49,383,1575,final_corrected,530,13600000.0,,unclear,,20.986582,12.404565
A,above_good,50,384,1576,end_of_prompt,194,,,incorrect,-1,10.669304,6.129492
A,above_good,50,385,1577,est_offwin,276,117000.0,-1,incorrect,-1,20.193027,3.236847
A,above_good,50,386,1578,est,428,14625000.0,-1,incorrect,-1,21.553024,5.173221
A,above_good,50,387,1579,final,465,14625000.0,,incorrect,-1,21.851452,16.571884
A,above_good,50,388,1580,final_corrected,465,14625000.0,,incorrect,-1,21.851452,16.571884
A,above_good,50,389,1581,belief,490,,,incorrect,-1,9.480711,7.243308
A,above_good,51,390,1582,end_of_prompt,194,,,correct,1,10.688076,6.106541
A,above_good,51,391,1583,est_offwin,392,117239.0,-1,correct,1,6.423345,0.940273
A,above_good,51,392,1584,est,515,31428372.0,1,correct,1,11.773705,8.390769
A,above_good,51,393,1585,tau_echo,572,15300000.0,,correct,1,16.047287,-2.351041
A,above_good,51,394,1586,final,572,15300000.0,,correct,1,16.047287,-2.351041
A,above_good,51,395,1587,final_corrected,553,31428372.0,,correct,1,13.364439,19.147940
A,above_good,51,396,1588,belief,588,,,correct,1,9.487417,3.615260
A,above_good,52,397,1589,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,52,398,1590,est,369,157000.0,-1,unclear,,21.427790,3.342427
A,above_good,52,399,1591,est,453,25905000.0,1,unclear,,24.190556,7.123590
A,above_good,52,400,1592,tau_echo,470,15300000.0,,unclear,,14.725523,-4.094276
A,above_good,52,401,1593,est,505,25905000.0,1,unclear,,21.230761,17.645832
A,above_good,52,402,1594,final,505,25905000.0,,unclear,,21.230761,17.645832
A,above_good,52,403,1595,final_corrected,505,25905000.0,,unclear,,21.230761,17.645832
A,above_good,53,404,1596,end_of_prompt,194,,,correct,1,10.695250,6.104327
A,above_good,53,405,1597,est_offwin,385,111000.0,-1,correct,1,18.336330,2.556835
A,above_good,53,406,1598,est_offwin,407,1600.0,-1,correct,1,19.756630,3.393186
A,above_good,53,407,1599,est_offwin,437,111000.0,-1,correct,1,28.159401,5.329269
A,above_good,53,408,1600,est_offwin,451,1600.0,-1,correct,1,29.561440,5.098136
A,above_good,53,409,1601,est,472,177600000.0,1,correct,1,18.418297,-1.537631
A,above_good,53,410,1602,tau_echo,531,15300000.0,,correct,1,15.413820,-1.034498
A,above_good,53,411,1603,final,531,15300000.0,,correct,1,15.413820,-1.034498
A,above_good,53,412,1604,final_corrected,511,177600000.0,,correct,1,19.801998,13.073475
A,above_good,54,413,1605,end_of_prompt,194,,,unclear,,10.669304,6.129492
A,above_good,54,414,1606,est_offwin,293,111000.0,-1,unclear,,19.610569,2.279567
A,above_good,54,415,1607,est,437,16650000.0,1,unclear,,22.519009,0.480792
A,above_good,54,416,1608,tau_echo,454,15300000.0,,unclear,,16.353411,-2.185329
A,above_good,54,417,1609,est,489,16650000.0,1,unclear,,22.079866,16.340750
A,above_good,54,418,1610,final,489,16650000.0,,unclear,,22.079866,16.340750
A,above_good,54,419,1611,final_corrected,489,16650000.0,,unclear,,22.079866,16.340750
A,above_good,55,420,1612,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,55,421,1613,est_offwin,315,117000.0,-1,unclear,,19.237097,1.165783
A,above_good,55,422,1614,est,454,12870000.0,-1,unclear,,23.428185,-0.809227
A,above_good,55,423,1615,tau_echo,477,15300000.0,,unclear,,19.767445,-4.690284
A,above_good,55,424,1616,est,492,12870000.0,-1,unclear,,26.828543,10.899292
A,above_good,55,425,1617,final,520,12870000.0,,unclear,,19.909763,15.401882
A,above_good,55,426,1618,final_corrected,520,12870000.0,,unclear,,19.909763,15.401882
A,above_good,56,427,1619,end_of_prompt,194,,,correct,1,10.688076,6.106541
A,above_good,56,428,1620,est_offwin,275,117000.0,-1,correct,1,20.196764,2.151450
A,above_good,56,429,1621,est_offwin,298,120000.0,-1,correct,1,19.298836,-3.028393
A,above_good,56,430,1622,est,526,24000000.0,1,correct,1,19.008080,-6.965852
A,above_good,56,431,1623,tau_echo,584,15300000.0,,correct,1,16.779913,-1.907674
A,above_good,56,432,1624,final,584,15300000.0,,correct,1,16.779913,-1.907674
A,above_good,56,433,1625,final_corrected,566,24000000.0,,correct,1,19.987642,9.540735
A,above_good,56,434,1626,belief,611,,,correct,1,8.734158,7.052267
A,above_good,57,435,1627,end_of_prompt,194,,,correct,1,10.721764,6.138235
A,above_good,57,436,1628,est_offwin,298,117000.0,-1,correct,1,19.670792,1.513668
A,above_good,57,437,1629,est,584,12870000.0,-1,correct,1,23.379299,1.710033
A,above_good,57,438,1630,tau_echo,645,15300000.0,,correct,1,20.058842,-2.217869
A,above_good,57,439,1631,final,645,15300000.0,,correct,1,20.058842,-2.217869
A,above_good,57,440,1632,final_corrected,625,12870000.0,,correct,1,23.383652,15.285079
A,above_good,58,441,1633,end_of_prompt,194,,,unclear,,10.695250,6.104327
A,above_good,58,442,1634,est_offwin,268,117000.0,-1,unclear,,19.633070,1.786810
A,above_good,58,443,1635,est,497,16380000.0,1,unclear,,23.605940,2.564662
A,above_good,58,444,1636,final,523,16380000.0,,unclear,,11.948032,15.683041
A,above_good,58,445,1637,final_corrected,523,16380000.0,,unclear,,11.948032,15.683041
A,above_good,59,446,1638,end_of_prompt,194,,,incorrect,-1,10.669304,6.129492
A,above_good,59,447,1639,est_offwin,271,117000.0,-1,incorrect,-1,19.309589,-2.128919
A,above_good,59,448,1640,est,433,11700000.0,-1,incorrect,-1,19.910727,-6.597858
A,above_good,59,449,1641,tau_echo,455,15300000.0,,incorrect,-1,20.909660,-5.026324
A,above_good,59,450,1642,est,476,11700000.0,-1,incorrect,-1,19.520754,9.889801
A,above_good,59,451,1643,final,476,11700000.0,,incorrect,-1,19.520754,9.889801
A,above_good,59,452,1644,final_corrected,476,11700000.0,,incorrect,-1,19.520754,9.889801
