i,seed,n_output_tokens,truncated,regex_phat,cause_word,final_regex,belief_gen_pos,cut
642,11356,470,False,,,12000000000.0,,
643,11357,498,False,-1,good,3000000000.0,490,465
644,11358,440,False,,,625000000000.0,,
645,11359,476,False,,,5500000000.0,,
646,11360,401,False,,,12000000000.0,,
647,11361,518,False,1,bad,2800000000.0,464,439
648,11362,367,False,1,good,16000000000.0,357,332
649,11363,489,False,1,good,35000000000.0,482,457
650,11364,417,False,1,bad,300000000.0,409,384
651,11365,511,False,-1,good,1000000000.0,503,478
652,11366,302,False,-1,good,2000000000.0,282,257
653,11367,400,False,-1,good,3000000000.0,392,367
654,11368,321,False,1,good,25000000000.0,253,228
655,11369,626,False,,,180.0,,
656,11370,492,False,,,4000000000.0,,
657,11371,355,False,1,bad,125000000.0,347,322
658,11372,620,False,,,1125000000.0,,
659,11373,370,False,1,good,6000000000.0,360,335
660,11374,372,False,1,good,16000000000.0,369,344
661,11375,442,False,,,3500000000.0,,
662,11376,489,False,,,3000000000.0,,
663,11377,422,False,,,4000000000.0,,
664,11378,403,False,1,good,12500000000.0,369,344
665,11379,376,False,1,good,13500000000.0,363,338
666,11380,350,False,1,good,50000000000.0,344,319
667,11381,385,False,,,1500000000.0,,
668,11382,533,False,,,4200000000.0,,
669,11383,434,False,,,100000000000.0,,
670,11384,537,False,,,3450000000.0,,
671,11385,415,False,1,good,390000000000.0,405,380
672,11386,494,False,,,3500000000.0,,
673,11387,481,False,1,bad,4000000000.0,458,433
674,11388,332,False,,,7000000000.0,,
675,11389,384,False,1,good,9000000000.0,381,356
676,11390,528,False,,,5000000000.0,,
677,11391,397,False,1,bad,2400000000.0,394,369
678,11392,386,False,1,good,8000000000.0,348,323
679,11393,317,False,,,625000000.0,,
680,11394,516,False,-1,good,750000000.0,505,480
681,11395,475,False,,,2000000000.0,,
682,11396,320,False,1,good,4725000000.0,314,289
683,11397,436,False,1,bad,1000000000.0,433,408
684,11398,341,False,,,15000000000.0,,
685,11399,450,False,1,good,90000000000.0,441,416
686,11400,339,False,1,good,47244000000.0,308,283
687,11401,364,False,,,4000000000.0,,
688,11402,464,False,1,good,5000000000.0,456,431
689,11403,453,False,1,good,4800000000.0,441,416
690,11404,423,False,,,25000000000.0,,
691,11405,323,False,,,1875000000.0,,
692,11406,392,False,1,bad,1100000000.0,369,344
693,11407,357,False,1,good,27875000000.0,346,321
694,11408,394,False,1,good,37850000000.0,357,332
695,11409,360,False,1,good,5000000000.0,355,330
696,11410,465,False,,,3000000000.0,,
697,11411,582,False,,,800000000000.0,,
698,11412,371,False,1,good,48750000000.0,364,339
699,11413,263,False,1,good,90000000000.0,255,230
700,11414,455,False,1,good,12500000000.0,407,382
701,11415,434,False,,,3750000000.0,,
702,11416,414,False,,,300000000000.0,,
703,11417,432,False,1,good,175000000000.0,389,364
704,11418,321,False,,,400000000.0,,
705,11419,381,False,-1,good,3000000000.0,368,343
706,11420,401,False,1,good,10000000000.0,394,369
707,11421,354,False,,,2500000000.0,,
708,11422,526,False,,,4800000000.0,,
709,11423,428,False,,,5000000000.0,,
710,11424,427,False,,,412500000.0,,
711,11425,403,False,1,bad,4000000000.0,391,366
712,11426,469,False,,,10000000000.0,,
713,11427,469,False,1,good,15000000000.0,466,441
714,11428,423,False,,,1050000000.0,,
715,11429,457,False,1,good,7000000000.0,454,429
716,11430,451,False,1,bad,600000000.0,419,394
717,11431,310,False,,,562500000.0,,
718,11432,309,False,1,good,12500000000.0,275,250
719,11433,335,False,,,6400000000.0,,
720,11434,384,False,-1,bad,8750000000.0,373,348
721,11435,461,False,,,7000000000.0,,
722,11436,402,False,1,good,6250000000.0,391,366
723,11437,448,False,1,bad,4000000000.0,438,413
724,11438,400,False,,,47500000000.0,,
725,11439,421,False,1,bad,1053000000.0,362,337
726,11440,382,False,,,2400000000.0,,
727,11441,407,False,,,24000000000.0,,
728,11442,289,False,,,1250000000.0,,
729,11443,449,False,,,3000000000.0,,
730,11444,366,False,1,bad,1400000000.0,355,330
731,11445,424,False,,,1968750000.0,,
732,11446,499,False,,,2500000000.0,,
733,11447,305,False,,,3750000000.0,,
734,11448,394,False,,,1800000000.0,,
735,11449,383,False,,,500000000.0,,
736,11450,386,False,,,75000000000.0,,
737,11451,578,False,1,good,17500000000.0,569,544
738,11452,365,False,,,4000000000.0,,
739,11453,315,False,,,45000000000.0,,
740,11454,498,False,,,300000000.0,,
741,11455,377,False,1,good,25000000000.0,368,343
742,11456,384,False,1,good,18000000000.0,381,356
743,11457,431,False,,,750000000.0,,
744,11458,792,False,,,5000000000.0,,
745,11459,457,False,,,10000000000.0,,
746,11460,436,False,1,bad,625000000.0,428,403
747,11461,418,False,,,25000000000.0,,
748,11462,470,False,,,5460000.0,,
749,11463,373,False,-1,good,1500000000.0,358,333
750,11464,393,False,1,good,6000000000.0,390,365
751,11465,411,False,1,good,19500000000.0,400,375
752,11466,518,False,,,1725000000.0,,
753,11467,387,False,1,good,195000000000.0,384,359
754,11468,331,False,1,good,62500000000.0,328,303
755,11469,411,False,,,5000000000.0,,
756,11470,315,False,,,24000000000.0,,
757,11471,340,False,-1,good,2000000000.0,297,272
758,11472,321,False,-1,bad,37500000000.0,308,283
759,11473,344,False,,,1800000000.0,,
760,11474,383,False,,,900000000.0,,
761,11475,366,False,,,900000000.0,,
762,11476,400,False,,,33750000000.0,,
763,11477,413,False,,,75000000000.0,,
764,11478,430,False,1,bad,262500000.0,398,373
765,11479,411,False,1,good,87000000000.0,382,357
766,11480,413,False,,,4500.0,,
767,11481,424,False,1,good,25000000000.0,421,396
768,11482,466,False,1,bad,1800000000.0,463,438
769,11483,393,False,,,750000000000.0,,
770,11484,384,False,1,bad,4000000000.0,361,336
771,11485,361,False,1,good,44550000000.0,353,328
772,11486,351,False,1,bad,375000000.0,315,290
773,11487,327,False,,,120000000000.0,,
774,11488,443,False,,,3000000000.0,,
775,11489,431,False,1,good,1500000000000.0,428,403
776,11490,419,False,1,good,4800000000.0,416,391
777,11491,389,False,1,good,10000000000.0,379,354
778,11492,436,False,1,good,21000000000.0,401,376
779,11493,321,False,,,3200000000.0,,
780,11494,488,False,,,1800000000.0,,
781,11495,533,False,,,7.0,,
782,11496,419,False,1,good,236220000000.0,372,347
783,11497,503,False,,,180.0,,
784,11498,620,False,,,4000000000.0,,
785,11499,401,False,1,good,10000000000.0,398,373
786,11500,654,False,,,50000000000.0,,
787,11501,400,False,1,good,10000000000.0,383,358
788,11502,366,False,,,1350000000.0,,
789,11503,441,False,,,1000000000.0,,
790,11504,688,False,,,300000000.0,,
791,11505,456,False,1,good,8125000000.0,453,428
792,11506,422,False,1,good,292500000000.0,399,374
793,11507,484,False,1,good,337500000000.0,467,442
794,11508,390,False,1,good,40000000000.0,383,358
795,11509,335,False,,,18000000000.0,,
796,11510,372,False,1,good,24000000000.0,369,344
797,11511,345,False,,,850000000.0,,
798,11512,466,False,,,2100000000.0,,
799,11513,730,False,,,4000000000.0,,
800,11514,357,False,,,75000000000.0,,
801,11515,661,False,,,2500000000.0,,
802,11516,442,False,1,good,260000000000.0,434,409
803,11517,387,False,1,good,50000000000.0,354,329
804,11518,376,False,1,bad,1800000000.0,373,348
805,11519,331,False,1,bad,2700000000.0,323,298
806,11520,339,False,,,52000000000.0,,
807,11521,407,False,,,6000000000.0,,
808,11522,338,False,,,7500000000.0,,
809,11523,420,False,,,4000000000.0,,
810,11524,383,False,1,good,7500000000.0,361,336
811,11525,347,False,1,good,50000000000.0,334,309
812,11526,427,False,,,2100000000.0,,
813,11527,365,False,1,good,75000000000.0,362,337
814,11528,353,False,1,good,125000000000.0,304,279
815,11529,416,False,1,good,100000000000.0,408,383
816,11530,323,False,,,2700000000.0,,
817,11531,347,False,,,2500000000.0,,
818,11532,635,False,,,3500000000.0,,
819,11533,376,False,,,6000000000.0,,
820,11534,592,False,,,300000000.0,,
821,11535,406,False,1,bad,1000000000.0,403,378
822,11536,401,False,1,bad,2400000000.0,390,365
823,11537,367,False,,,5600000000.0,,
824,11538,408,False,,,5000000000.0,,
825,11539,382,False,-1,bad,162500000000.0,367,342
826,11540,447,False,,,75000000000.0,,
827,11541,424,False,,,5000000000.0,,
828,11542,350,False,1,good,90000000000.0,347,322
829,11543,332,False,,,2625000000.0,,
830,11544,383,False,1,good,30800000000.0,380,355
831,11545,335,False,,,69000000000.0,,
832,11546,393,False,,,5400000000.0,,
833,11547,580,False,-1,good,4000000000.0,563,538
834,11548,465,False,,,750000000.0,,
835,11549,375,False,1,good,100000000000.0,365,340
836,11550,464,False,1,good,12500000000.0,461,436
837,11551,333,False,-1,good,2550000000.0,315,290
838,11552,431,False,1,good,20000000000.0,424,399
839,11553,293,False,,,30000000000.0,,
840,11554,587,False,,,100.0,,
841,11555,423,False,,,30000000000.0,,
842,11556,345,False,1,good,43750000000.0,335,310
843,11557,529,False,-1,good,600000000.0,522,497
844,11558,627,False,,,1500.0,,
845,11559,375,False,1,good,21000000000.0,368,343
846,11560,382,False,1,bad,125000000.0,337,312
847,11561,464,False,1,bad,3500000000.0,453,428
848,11562,504,False,1,bad,1125000000.0,494,469
849,11563,427,False,-1,good,3000000000.0,418,393
850,11564,397,False,1,bad,525000000.0,388,363
851,11565,351,False,,,3000000000.0,,
852,11566,388,False,,,43750000000.0,,
853,11567,384,False,1,good,250000000000.0,375,350
854,11568,456,False,,,1400000000.0,,
855,11569,384,False,,,2250000000.0,,
856,11570,380,False,-1,good,4000000000.0,289,264
857,11571,456,False,-1,bad,40000000000.0,444,419
858,11572,458,False,,,4000000000.0,,
859,11573,472,False,,,12000000000.0,,
860,11574,412,False,1,good,12000000000.0,402,377
861,11575,459,False,,,13750000000.0,,
862,11576,353,False,,,1500000000.0,,
863,11577,413,False,-1,good,3000000000.0,410,385
864,11578,390,False,1,good,48750000000.0,384,359
865,11579,511,False,,,400000000.0,,
866,11580,464,False,1,bad,1750000000.0,434,409
867,11581,329,False,,,1080000000.0,,
868,11582,365,False,,,500000000.0,,
869,11583,468,False,,,15000000000.0,,
870,11584,617,False,,,4000000000.0,,
871,11585,426,False,,,6000000000.0,,
872,11586,429,False,1,good,10000000000.0,421,396
873,11587,678,False,,,4200000000.0,,
874,11588,583,False,,,4000000000.0,,
875,11589,522,False,,,4000000000.0,,
876,11590,351,False,,,12500000000.0,,
877,11591,510,False,,,24000000000.0,,
878,11592,577,False,,,4000000000.0,,
879,11593,528,False,1,good,44000000000.0,525,500
880,11594,419,False,,,10000000000.0,,
881,11595,356,False,-1,bad,21000000000.0,346,321
882,11596,428,False,1,good,57000000000.0,419,394
883,11597,371,False,,,1250000000.0,,
884,11598,343,False,1,good,12000000000.0,305,280
885,11599,431,False,,,6000000000.0,,
886,11600,427,False,,,50000000000.0,,
887,11601,356,False,1,bad,2500000000.0,347,322
888,11602,537,False,,,3000000000.0,,
889,11603,420,False,-1,bad,7500000000.0,411,386
890,11604,346,False,,,4500000.0,,
891,11605,430,False,,,13000000000.0,,
892,11606,377,False,1,good,6250000000.0,367,342
893,11607,658,False,,,45000000000.0,,
894,11608,291,False,,,2100000000.0,,
895,11609,407,False,1,bad,2500000000.0,399,374
896,11610,390,False,,,2000000000.0,,
897,11611,405,False,,,4500.0,,
898,11612,427,False,,,2000000000.0,,
899,11613,353,False,1,good,18750000000.0,343,318
900,11614,690,False,,,4475000000.0,,
901,11615,428,False,,,10500000000.0,,
902,11616,380,False,1,good,350000000000.0,372,347
903,11617,440,False,,,10500000000.0,,
904,11618,672,False,,,4400000000.0,,
905,11619,362,False,1,good,100000000000.0,359,334
906,11620,388,False,1,good,22500000000.0,381,356
907,11621,457,False,1,bad,625000000.0,423,398
908,11622,429,False,1,good,234375000000.0,402,377
909,11623,352,False,1,bad,3000000000.0,349,324
910,11624,682,False,,,180.0,,
911,11625,418,False,,,4000000000.0,,
912,11626,386,False,1,good,350000000000.0,383,358
913,11627,314,False,,,50000000000.0,,
914,11628,354,False,1,good,5250000000.0,341,316
915,11629,415,False,,,828000000.0,,
916,11630,548,False,1,bad,3300000000.0,508,483
917,11631,750,False,,,3000.0,,
918,11632,299,False,1,good,12500000000.0,275,250
919,11633,364,False,,,5175000000.0,,
920,11634,453,False,1,good,24000000000.0,427,402
921,11635,600,False,,,4000000000.0,,
922,11636,450,False,1,good,5000000000.0,382,357
923,11637,382,False,1,good,350000000000.0,379,354
924,11638,434,False,-1,good,2500000000.0,431,406
925,11639,362,False,1,good,5500000000.0,359,334
926,11640,354,False,-1,bad,14000000000.0,344,319
927,11641,431,False,,,11900000000.0,,
928,11642,440,False,-1,good,1250000000.0,437,412
929,11643,335,False,,,60000000000.0,,
930,11644,415,False,1,good,37500000000.0,408,383
931,11645,347,False,1,bad,1250000000.0,334,309
932,11646,475,False,1,good,5000000000.0,472,447
933,11647,418,False,1,good,52500000000.0,407,382
934,11648,377,False,1,bad,800000000.0,349,324
935,11649,361,False,,,450000000000.0,,
936,11650,394,False,1,good,18750000000.0,374,349
937,11651,550,False,,,10000000000.0,,
938,11652,454,False,,,6400000000.0,,
939,11653,782,False,,,4000000000.0,,
940,11654,644,False,,,4000000000.0,,
941,11655,467,False,,,80000000000.0,,
942,11656,347,False,1,good,10500000000.0,338,313
943,11657,486,False,1,bad,1000000000.0,433,408
944,11658,540,False,1,bad,1728000000.0,537,512
945,11659,335,False,,,18000000000.0,,
946,11660,427,False,,,50000000000.0,,
947,11661,334,False,1,good,16000000000.0,331,306
948,11662,474,False,,,10000000.0,,
949,11663,391,False,1,bad,2500000000.0,376,351
950,11664,326,False,,,2000000.0,,
951,11665,372,False,,,750000000.0,,
952,11666,687,False,,,1500.0,,
953,11667,376,False,,,3000000000.0,,
954,11668,344,False,,,137500000000.0,,
955,11669,401,False,1,good,250000000000.0,398,373
956,11670,507,False,,,4200000000.0,,
957,11671,351,False,,,1250000000.0,,
958,11672,426,False,,,1000000000.0,,
959,11673,331,False,,,1800.0,,
960,11674,680,False,,,3000000000.0,,
961,11675,331,False,,,100000000.0,,
962,11676,375,False,1,good,10000000000.0,372,347
963,11677,317,False,1,good,162500000000.0,314,289
964,11678,443,False,,,3000000000.0,,
965,11679,398,False,-1,good,4000000000.0,387,362
966,11680,585,False,,,5000000000.0,,
967,11681,350,False,,,412500000.0,,
968,11682,388,False,,,650000000000.0,,
969,11683,489,False,1,good,240000000000.0,486,461
970,11684,487,False,-1,bad,300000000000.0,481,456
971,11685,445,False,1,good,15000000000.0,438,413
972,11686,354,False,1,good,20000000000.0,340,315
973,11687,373,False,1,good,25000000000.0,365,340
974,11688,348,False,,,122500000000.0,,
975,11689,390,False,1,good,8000000000.0,387,362
976,11690,365,False,,,850000000000.0,,
977,11691,467,False,1,good,12375000000.0,451,426
978,11692,369,False,,,17500000000.0,,
979,11693,416,False,,,5000000000.0,,
980,11694,448,False,,,24000000000.0,,
981,11695,436,False,1,bad,2700000000.0,402,377
982,11696,375,False,1,bad,275000000.0,360,335
983,11697,386,False,,,45000000000.0,,
984,11698,378,False,-1,bad,20000000000.0,368,343
985,11699,416,False,,,4800000000.0,,
986,11700,528,False,-1,good,45000000.0,489,464
987,11701,348,False,,,18750000000.0,,
988,11702,433,False,,,2040000000.0,,
989,11703,413,False,1,good,5625000000.0,410,385
990,11704,341,False,,,35000000000.0,,
991,11705,336,False,-1,good,475000000.0,333,308
992,11706,407,False,,,3000000000.0,,
993,11707,340,False,,,250000000000.0,,
994,11708,558,False,,,1500000000.0,,
995,11709,429,False,,,1350000000000.0,,
996,11710,645,False,1,good,45000000000.0,532,507
997,11711,441,False,-1,bad,28000000000.0,417,392
998,11712,386,False,,,5000000000.0,,
999,11713,289,False,1,bad,562500000.0,278,253
